RM_ARRIVAL,1375
RM_CONT,950
RM_CONT_SLOTNO,2036
RM_TRANS_LOG,211666
IO_MATERIALINWARD,542
RM_LOT,1562
RM_VAR,20
RM_MIXGRP,7
RM_CAT,2
RM_PARAM,1
RM_GINNER,1
PO_CAR,126
RM_AREA,437
FA_SLMAS,1444
RM_WEIGHNMENT,7
RM_DESPATCHDT,0
PP_DIVMAS,2
PP_PASSWD,833
RM_SUSTAINRMTYPE,1
IG_STATE,45
